INFO:root:[TRAINING] Epoch: 0 | Step: 100 | Running loss avg: 4.1032
INFO:root:[TRAINING] Epoch: 6 | Step: 1400 | Running loss avg: 2.0104
INFO:root:[TRAINING] Epoch: 6 | Step: 1500 | Running loss avg: 2.0033
INFO:root:[TRAINING] Epoch: 6 | Step: 1600 | Running loss avg: 2.0263
INFO:root:[TRAINING] Epoch 6 concluded | Average epoch loss: 2.0137 | Average speed: 6436.36 wps
INFO:root:[VALIDATION] Epoch: 6 | Step: 100 | Running loss avg: 1.8280
INFO:root:[VALIDATION] Epoch: 6 | Step: 200 | Running loss avg: 1.8584
INFO:root:[VALIDATION] Epoch: 6 | Step: 300 | Running loss avg: 1.8533
INFO:root:[VALIDATION] Epoch 6 concluded | Validation epoch loss: 1.8465 | Epoch perplexity: 126.7575
INFO:root:cog_lm model best_cog_lm.ckpt has been saved in file /data/users/demelin/thesis/cognitive_language_model/src/checkpoints/best_cog_lm.ckpt
INFO:root:Model embeddings have been saved in file /data/users/demelin/thesis/cognitive_language_model/src/logs/cog_lm_train/best_cog_lm_embeddings.ckpt
INFO:root:[TRAINING] Epoch: 7 | Step: 100 | Running loss avg: 1.9723
INFO:root:[TRAINING] Epoch: 7 | Step: 200 | Running loss avg: 1.9663
INFO:root:[TRAINING] Epoch: 7 | Step: 300 | Running loss avg: 1.9656
INFO:root:[TRAINING] Epoch: 7 | Step: 400 | Running loss avg: 1.9875
INFO:root:[TRAINING] Epoch: 7 | Step: 500 | Running loss avg: 1.9672
INFO:root:[TRAINING] Epoch: 7 | Step: 600 | Running loss avg: 1.9743
INFO:root:[TRAINING] Epoch: 7 | Step: 700 | Running loss avg: 1.9875
INFO:root:[TRAINING] Epoch: 7 | Step: 800 | Running loss avg: 1.9723
INFO:root:[TRAINING] Epoch: 7 | Step: 900 | Running loss avg: 1.9866
INFO:root:[TRAINING] Epoch: 7 | Step: 1000 | Running loss avg: 1.9700
INFO:root:[TRAINING] Epoch: 7 | Step: 1100 | Running loss avg: 1.9781
INFO:root:[TRAINING] Epoch: 7 | Step: 1200 | Running loss avg: 1.9671
INFO:root:[TRAINING] Epoch: 7 | Step: 1300 | Running loss avg: 1.9774
INFO:root:[TRAINING] Epoch: 7 | Step: 1400 | Running loss avg: 1.9814
INFO:root:[TRAINING] Epoch: 7 | Step: 1500 | Running loss avg: 1.9723
INFO:root:[TRAINING] Epoch: 7 | Step: 1600 | Running loss avg: 1.9534
INFO:root:[TRAINING] Epoch 7 concluded | Average epoch loss: 1.9725 | Average speed: 6391.66 wps
INFO:root:[VALIDATION] Epoch: 7 | Step: 100 | Running loss avg: 1.7861
INFO:root:[VALIDATION] Epoch: 7 | Step: 200 | Running loss avg: 1.8117
INFO:root:[VALIDATION] Epoch: 7 | Step: 300 | Running loss avg: 1.7911
INFO:root:[VALIDATION] Epoch 7 concluded | Validation epoch loss: 1.7946 | Epoch perplexity: 119.9598
INFO:root:cog_lm model best_cog_lm.ckpt has been saved in file /data/users/demelin/thesis/cognitive_language_model/src/checkpoints/best_cog_lm.ckpt
INFO:root:Model embeddings have been saved in file /data/users/demelin/thesis/cognitive_language_model/src/logs/cog_lm_train/best_cog_lm_embeddings.ckpt
INFO:root:[TRAINING] Epoch: 8 | Step: 100 | Running loss avg: 1.9287
INFO:root:[TRAINING] Epoch: 8 | Step: 200 | Running loss avg: 1.9605
INFO:root:[TRAINING] Epoch: 8 | Step: 300 | Running loss avg: 1.9588
INFO:root:[TRAINING] Epoch: 8 | Step: 400 | Running loss avg: 1.9264
INFO:root:[TRAINING] Epoch: 8 | Step: 500 | Running loss avg: 1.9625
INFO:root:[TRAINING] Epoch: 8 | Step: 600 | Running loss avg: 1.9418
INFO:root:[TRAINING] Epoch: 8 | Step: 700 | Running loss avg: 1.9504
INFO:root:[TRAINING] Epoch: 8 | Step: 800 | Running loss avg: 1.9334
INFO:root:[TRAINING] Epoch: 8 | Step: 900 | Running loss avg: 1.9388
INFO:root:[TRAINING] Epoch: 8 | Step: 1000 | Running loss avg: 1.9393
INFO:root:[TRAINING] Epoch: 8 | Step: 1100 | Running loss avg: 1.9394
INFO:root:[TRAINING] Epoch: 8 | Step: 1200 | Running loss avg: 1.9358
INFO:root:[TRAINING] Epoch: 8 | Step: 1300 | Running loss avg: 1.9496
INFO:root:[TRAINING] Epoch: 8 | Step: 1400 | Running loss avg: 1.9270
INFO:root:[TRAINING] Epoch: 8 | Step: 1500 | Running loss avg: 1.9393
INFO:root:[TRAINING] Epoch: 8 | Step: 1600 | Running loss avg: 1.9435
INFO:root:[TRAINING] Epoch 8 concluded | Average epoch loss: 1.9413 | Average speed: 6384.10 wps
INFO:root:[VALIDATION] Epoch: 8 | Step: 100 | Running loss avg: 1.7741
INFO:root:[VALIDATION] Epoch: 8 | Step: 200 | Running loss avg: 1.7646
INFO:root:[VALIDATION] Epoch: 8 | Step: 300 | Running loss avg: 1.7856
INFO:root:[VALIDATION] Epoch 8 concluded | Validation epoch loss: 1.7744 | Epoch perplexity: 115.9544
INFO:root:cog_lm model best_cog_lm.ckpt has been saved in file /data/users/demelin/thesis/cognitive_language_model/src/checkpoints/best_cog_lm.ckpt
INFO:root:Model embeddings have been saved in file /data/users/demelin/thesis/cognitive_language_model/src/logs/cog_lm_train/best_cog_lm_embeddings.ckpt
INFO:root:[TRAINING] Epoch: 9 | Step: 100 | Running loss avg: 1.9012
INFO:root:[TRAINING] Epoch: 9 | Step: 200 | Running loss avg: 1.8906
INFO:root:[TRAINING] Epoch: 9 | Step: 300 | Running loss avg: 1.9253
INFO:root:[TRAINING] Epoch: 9 | Step: 400 | Running loss avg: 1.9333
INFO:root:[TRAINING] Epoch: 9 | Step: 500 | Running loss avg: 1.9231
INFO:root:[TRAINING] Epoch: 9 | Step: 600 | Running loss avg: 1.9141
INFO:root:[TRAINING] Epoch: 9 | Step: 700 | Running loss avg: 1.9177
INFO:root:[TRAINING] Epoch: 9 | Step: 800 | Running loss avg: 1.9171
INFO:root:[TRAINING] Epoch: 9 | Step: 900 | Running loss avg: 1.9292
INFO:root:[TRAINING] Epoch: 9 | Step: 1000 | Running loss avg: 1.9331
INFO:root:[TRAINING] Epoch: 9 | Step: 1100 | Running loss avg: 1.9089
INFO:root:[TRAINING] Epoch: 9 | Step: 1200 | Running loss avg: 1.9159
INFO:root:[TRAINING] Epoch: 9 | Step: 1300 | Running loss avg: 1.9315
INFO:root:[TRAINING] Epoch: 9 | Step: 1400 | Running loss avg: 1.9228
INFO:root:[TRAINING] Epoch: 9 | Step: 1500 | Running loss avg: 1.9070
INFO:root:[TRAINING] Epoch: 9 | Step: 1600 | Running loss avg: 1.9225
INFO:root:[TRAINING] Epoch 9 concluded | Average epoch loss: 1.9189 | Average speed: 6381.94 wps
INFO:root:[VALIDATION] Epoch: 9 | Step: 100 | Running loss avg: 1.7705
INFO:root:[VALIDATION] Epoch: 9 | Step: 200 | Running loss avg: 1.7426
INFO:root:[VALIDATION] Epoch: 9 | Step: 300 | Running loss avg: 1.7657
INFO:root:[VALIDATION] Epoch 9 concluded | Validation epoch loss: 1.7579 | Epoch perplexity: 112.6117
INFO:root:cog_lm model best_cog_lm.ckpt has been saved in file /data/users/demelin/thesis/cognitive_language_model/src/checkpoints/best_cog_lm.ckpt
INFO:root:Model embeddings have been saved in file /data/users/demelin/thesis/cognitive_language_model/src/logs/cog_lm_train/best_cog_lm_embeddings.ckpt
INFO:root:[TRAINING] Epoch: 10 | Step: 100 | Running loss avg: 1.8767
INFO:root:[TRAINING] Epoch: 10 | Step: 200 | Running loss avg: 1.8873
INFO:root:[TRAINING] Epoch: 10 | Step: 300 | Running loss avg: 1.9115
INFO:root:[TRAINING] Epoch: 10 | Step: 400 | Running loss avg: 1.8930
INFO:root:[TRAINING] Epoch: 10 | Step: 500 | Running loss avg: 1.9089
INFO:root:[TRAINING] Epoch: 10 | Step: 600 | Running loss avg: 1.9140
INFO:root:[TRAINING] Epoch: 10 | Step: 700 | Running loss avg: 1.8976
INFO:root:[TRAINING] Epoch: 10 | Step: 800 | Running loss avg: 1.8762
INFO:root:[TRAINING] Epoch: 10 | Step: 900 | Running loss avg: 1.9133
INFO:root:[TRAINING] Epoch: 10 | Step: 1000 | Running loss avg: 1.8847
INFO:root:[TRAINING] Epoch: 10 | Step: 1100 | Running loss avg: 1.8991
INFO:root:[TRAINING] Epoch: 10 | Step: 1200 | Running loss avg: 1.9115
INFO:root:[TRAINING] Epoch: 10 | Step: 1300 | Running loss avg: 1.8813
INFO:root:[TRAINING] Epoch: 10 | Step: 1400 | Running loss avg: 1.8836
INFO:root:[TRAINING] Epoch: 10 | Step: 1500 | Running loss avg: 1.8934
INFO:root:[TRAINING] Epoch: 10 | Step: 1600 | Running loss avg: 1.8965
INFO:root:[TRAINING] Epoch 10 concluded | Average epoch loss: 1.8951 | Average speed: 6364.63 wps
INFO:root:[VALIDATION] Epoch: 10 | Step: 100 | Running loss avg: 1.7353
INFO:root:[VALIDATION] Epoch: 10 | Step: 200 | Running loss avg: 1.7346
INFO:root:[VALIDATION] Epoch: 10 | Step: 300 | Running loss avg: 1.7433
INFO:root:[VALIDATION] Epoch 10 concluded | Validation epoch loss: 1.7382 | Epoch perplexity: 109.4007
INFO:root:cog_lm model best_cog_lm.ckpt has been saved in file /data/users/demelin/thesis/cognitive_language_model/src/checkpoints/best_cog_lm.ckpt
INFO:root:Model embeddings have been saved in file /data/users/demelin/thesis/cognitive_language_model/src/logs/cog_lm_train/best_cog_lm_embeddings.ckpt
INFO:root:[TRAINING] Epoch: 11 | Step: 100 | Running loss avg: 1.8715
INFO:root:[TRAINING] Epoch: 11 | Step: 200 | Running loss avg: 1.8756
INFO:root:[TRAINING] Epoch: 11 | Step: 300 | Running loss avg: 1.8786
INFO:root:[TRAINING] Epoch: 11 | Step: 400 | Running loss avg: 1.8728
INFO:root:[TRAINING] Epoch: 11 | Step: 500 | Running loss avg: 1.8673
INFO:root:[TRAINING] Epoch: 11 | Step: 600 | Running loss avg: 1.8902
INFO:root:[TRAINING] Epoch: 11 | Step: 700 | Running loss avg: 1.8678
INFO:root:[TRAINING] Epoch: 11 | Step: 800 | Running loss avg: 1.8756
INFO:root:[TRAINING] Epoch: 11 | Step: 900 | Running loss avg: 1.8658
INFO:root:[TRAINING] Epoch: 11 | Step: 1000 | Running loss avg: 1.8778
INFO:root:[TRAINING] Epoch: 11 | Step: 1100 | Running loss avg: 1.8742
INFO:root:[TRAINING] Epoch: 11 | Step: 1200 | Running loss avg: 1.8761
INFO:root:[TRAINING] Epoch: 11 | Step: 1300 | Running loss avg: 1.8737
INFO:root:[TRAINING] Epoch: 11 | Step: 1400 | Running loss avg: 1.8671
INFO:root:[TRAINING] Epoch: 11 | Step: 1500 | Running loss avg: 1.8741
INFO:root:[TRAINING] Epoch: 11 | Step: 1600 | Running loss avg: 1.9008
INFO:root:[TRAINING] Epoch 11 concluded | Average epoch loss: 1.8753 | Average speed: 6338.63 wps
INFO:root:[VALIDATION] Epoch: 11 | Step: 100 | Running loss avg: 1.7127
INFO:root:[VALIDATION] Epoch: 11 | Step: 200 | Running loss avg: 1.7081
INFO:root:[VALIDATION] Epoch: 11 | Step: 300 | Running loss avg: 1.7237
INFO:root:[VALIDATION] Epoch 11 concluded | Validation epoch loss: 1.7128 | Epoch perplexity: 106.4279
INFO:root:cog_lm model best_cog_lm.ckpt has been saved in file /data/users/demelin/thesis/cognitive_language_model/src/checkpoints/best_cog_lm.ckpt
INFO:root:Model embeddings have been saved in file /data/users/demelin/thesis/cognitive_language_model/src/logs/cog_lm_train/best_cog_lm_embeddings.ckpt
INFO:root:[TRAINING] Epoch: 12 | Step: 100 | Running loss avg: 1.8389
INFO:root:[TRAINING] Epoch: 12 | Step: 200 | Running loss avg: 1.8385
INFO:root:[TRAINING] Epoch: 12 | Step: 300 | Running loss avg: 1.8572
INFO:root:[TRAINING] Epoch: 12 | Step: 400 | Running loss avg: 1.8734
INFO:root:[TRAINING] Epoch: 12 | Step: 500 | Running loss avg: 1.8560
INFO:root:[TRAINING] Epoch: 12 | Step: 600 | Running loss avg: 1.8596
INFO:root:[TRAINING] Epoch: 12 | Step: 700 | Running loss avg: 1.8541
INFO:root:[TRAINING] Epoch: 12 | Step: 800 | Running loss avg: 1.8656
INFO:root:[TRAINING] Epoch: 12 | Step: 900 | Running loss avg: 1.8646
INFO:root:[TRAINING] Epoch: 12 | Step: 1000 | Running loss avg: 1.8495
INFO:root:[TRAINING] Epoch: 12 | Step: 1100 | Running loss avg: 1.8818
INFO:root:[TRAINING] Epoch: 12 | Step: 1200 | Running loss avg: 1.8590
INFO:root:[TRAINING] Epoch: 12 | Step: 1300 | Running loss avg: 1.8579
INFO:root:[TRAINING] Epoch: 12 | Step: 1400 | Running loss avg: 1.8739
INFO:root:[TRAINING] Epoch: 12 | Step: 1500 | Running loss avg: 1.8662
INFO:root:[TRAINING] Epoch: 12 | Step: 1600 | Running loss avg: 1.8588
INFO:root:[TRAINING] Epoch 12 concluded | Average epoch loss: 1.8589 | Average speed: 6331.74 wps
INFO:root:[VALIDATION] Epoch: 12 | Step: 100 | Running loss avg: 1.6850
INFO:root:[VALIDATION] Epoch: 12 | Step: 200 | Running loss avg: 1.6862
INFO:root:[VALIDATION] Epoch: 12 | Step: 300 | Running loss avg: 1.7283
INFO:root:[VALIDATION] Epoch 12 concluded | Validation epoch loss: 1.7013 | Epoch perplexity: 105.6050
INFO:root:cog_lm model best_cog_lm.ckpt has been saved in file /data/users/demelin/thesis/cognitive_language_model/src/checkpoints/best_cog_lm.ckpt
INFO:root:Model embeddings have been saved in file /data/users/demelin/thesis/cognitive_language_model/src/logs/cog_lm_train/best_cog_lm_embeddings.ckpt
INFO:root:[TRAINING] Epoch: 13 | Step: 100 | Running loss avg: 1.8351
INFO:root:[TRAINING] Epoch: 13 | Step: 200 | Running loss avg: 1.8326
INFO:root:[TRAINING] Epoch: 13 | Step: 300 | Running loss avg: 1.8522
INFO:root:[TRAINING] Epoch: 13 | Step: 400 | Running loss avg: 1.8350
INFO:root:[TRAINING] Epoch: 13 | Step: 500 | Running loss avg: 1.8460
INFO:root:[TRAINING] Epoch: 13 | Step: 600 | Running loss avg: 1.8472
INFO:root:[TRAINING] Epoch: 13 | Step: 700 | Running loss avg: 1.8257
INFO:root:[TRAINING] Epoch: 13 | Step: 800 | Running loss avg: 1.8457
INFO:root:[TRAINING] Epoch: 13 | Step: 900 | Running loss avg: 1.8369
INFO:root:[TRAINING] Epoch: 13 | Step: 1000 | Running loss avg: 1.8373
INFO:root:[TRAINING] Epoch: 13 | Step: 1100 | Running loss avg: 1.8500
INFO:root:[TRAINING] Epoch: 13 | Step: 1200 | Running loss avg: 1.8491
INFO:root:[TRAINING] Epoch: 13 | Step: 1300 | Running loss avg: 1.8629
INFO:root:[TRAINING] Epoch: 13 | Step: 1400 | Running loss avg: 1.8584
INFO:root:[TRAINING] Epoch: 13 | Step: 1500 | Running loss avg: 1.8454
INFO:root:[TRAINING] Epoch: 13 | Step: 1600 | Running loss avg: 1.8487
INFO:root:[TRAINING] Epoch 13 concluded | Average epoch loss: 1.8445 | Average speed: 6381.26 wps
INFO:root:[VALIDATION] Epoch: 13 | Step: 100 | Running loss avg: 1.6779
INFO:root:[VALIDATION] Epoch: 13 | Step: 200 | Running loss avg: 1.6937
INFO:root:[VALIDATION] Epoch: 13 | Step: 300 | Running loss avg: 1.6810
INFO:root:[VALIDATION] Epoch 13 concluded | Validation epoch loss: 1.6845 | Epoch perplexity: 102.7032
INFO:root:cog_lm model best_cog_lm.ckpt has been saved in file /data/users/demelin/thesis/cognitive_language_model/src/checkpoints/best_cog_lm.ckpt
INFO:root:Model embeddings have been saved in file /data/users/demelin/thesis/cognitive_language_model/src/logs/cog_lm_train/best_cog_lm_embeddings.ckpt
INFO:root:[TRAINING] Epoch: 14 | Step: 100 | Running loss avg: 1.8227
INFO:root:[TRAINING] Epoch: 14 | Step: 200 | Running loss avg: 1.8426
INFO:root:[TRAINING] Epoch: 14 | Step: 300 | Running loss avg: 1.8222
INFO:root:[TRAINING] Epoch: 14 | Step: 400 | Running loss avg: 1.8197
INFO:root:[TRAINING] Epoch: 14 | Step: 500 | Running loss avg: 1.8417
INFO:root:[TRAINING] Epoch: 14 | Step: 600 | Running loss avg: 1.8282
INFO:root:[TRAINING] Epoch: 14 | Step: 700 | Running loss avg: 1.8375
INFO:root:[TRAINING] Epoch: 14 | Step: 800 | Running loss avg: 1.8216
INFO:root:[TRAINING] Epoch: 14 | Step: 900 | Running loss avg: 1.8269
INFO:root:[TRAINING] Epoch: 14 | Step: 1000 | Running loss avg: 1.8356
INFO:root:[TRAINING] Epoch: 14 | Step: 1100 | Running loss avg: 1.8231
INFO:root:[TRAINING] Epoch: 14 | Step: 1200 | Running loss avg: 1.8300
INFO:root:[TRAINING] Epoch: 14 | Step: 1300 | Running loss avg: 1.8326
INFO:root:[TRAINING] Epoch: 14 | Step: 1400 | Running loss avg: 1.8155
INFO:root:[TRAINING] Epoch: 14 | Step: 1500 | Running loss avg: 1.8308
INFO:root:[TRAINING] Epoch: 14 | Step: 1600 | Running loss avg: 1.8188
INFO:root:[TRAINING] Epoch 14 concluded | Average epoch loss: 1.8285 | Average speed: 6341.87 wps
INFO:root:[VALIDATION] Epoch: 14 | Step: 100 | Running loss avg: 1.6845
INFO:root:[VALIDATION] Epoch: 14 | Step: 200 | Running loss avg: 1.6727
INFO:root:[VALIDATION] Epoch: 14 | Step: 300 | Running loss avg: 1.6889
INFO:root:[VALIDATION] Epoch 14 concluded | Validation epoch loss: 1.6816 | Epoch perplexity: 101.7061
INFO:root:cog_lm model best_cog_lm.ckpt has been saved in file /data/users/demelin/thesis/cognitive_language_model/src/checkpoints/best_cog_lm.ckpt
INFO:root:Model embeddings have been saved in file /data/users/demelin/thesis/cognitive_language_model/src/logs/cog_lm_train/best_cog_lm_embeddings.ckpt
