INFO:tensorflow:Restoring parameters from /data/users/demelin/thesis/cognitive_language_model/src/checkpoints/best_cog_lm.ckpt
INFO:root:Model restored from best_cog_lm.ckpt
INFO:root:[TRAINING] Epoch: 0 | Step: 100 | Global step: 100 | Running loss avg: 3.3961
INFO:root:[TRAINING] Epoch: 0 | Step: 2100 | Global step: 2100 | Running loss avg: 2.2755
INFO:root:[TRAINING] Epoch: 0 | Step: 2200 | Global step: 2200 | Running loss avg: 2.2042
INFO:root:[TRAINING] Epoch 0 concluded | Average epoch loss: 2.3461 | Average speed: 3268.76 wps
INFO:root:[TRAINING] Epoch: 1 | Step: 100 | Global step: 2353 | Running loss avg: 2.0737
INFO:root:[TRAINING] Epoch: 1 | Step: 200 | Global step: 2453 | Running loss avg: 2.0177
INFO:root:[TRAINING] Epoch: 1 | Step: 300 | Global step: 2553 | Running loss avg: 1.9930
INFO:root:[TRAINING] Epoch: 1 | Step: 400 | Global step: 2653 | Running loss avg: 1.7883
INFO:root:[TRAINING] Epoch: 1 | Step: 500 | Global step: 2753 | Running loss avg: 1.7351
INFO:root:[TRAINING] Epoch: 1 | Step: 600 | Global step: 2853 | Running loss avg: 1.6967
INFO:root:[TRAINING] Epoch: 1 | Step: 700 | Global step: 2953 | Running loss avg: 1.5212
INFO:root:[TRAINING] Epoch: 1 | Step: 800 | Global step: 3053 | Running loss avg: 1.4709
INFO:root:[TRAINING] Epoch: 1 | Step: 900 | Global step: 3153 | Running loss avg: 1.2202
INFO:root:[TRAINING] Epoch: 1 | Step: 1000 | Global step: 3253 | Running loss avg: 0.9587
INFO:root:[TRAINING] Epoch: 1 | Step: 1100 | Global step: 3353 | Running loss avg: 0.9168
INFO:root:[TRAINING] Epoch: 1 | Step: 1200 | Global step: 3453 | Running loss avg: 1.6918
INFO:root:[TRAINING] Epoch: 1 | Step: 1300 | Global step: 3553 | Running loss avg: 1.9717
INFO:root:[TRAINING] Epoch: 1 | Step: 1400 | Global step: 3653 | Running loss avg: 1.8748
INFO:root:[TRAINING] Epoch: 1 | Step: 1500 | Global step: 3753 | Running loss avg: 1.7959
INFO:root:[TRAINING] Epoch: 1 | Step: 1600 | Global step: 3853 | Running loss avg: 1.7438
INFO:root:[TRAINING] Epoch: 1 | Step: 1700 | Global step: 3953 | Running loss avg: 1.6768
INFO:root:[TRAINING] Epoch: 1 | Step: 1800 | Global step: 4053 | Running loss avg: 1.3744
INFO:root:[TRAINING] Epoch: 1 | Step: 1900 | Global step: 4153 | Running loss avg: 1.2443
INFO:root:[TRAINING] Epoch: 1 | Step: 2000 | Global step: 4253 | Running loss avg: 1.3459
INFO:root:[TRAINING] Epoch: 1 | Step: 2100 | Global step: 4353 | Running loss avg: 1.5339
INFO:root:[TRAINING] Epoch: 1 | Step: 2200 | Global step: 4453 | Running loss avg: 1.4853
INFO:root:[TRAINING] Epoch 1 concluded | Average epoch loss: 1.5946 | Average speed: 3319.72 wps
INFO:root:[TRAINING] Epoch: 2 | Step: 100 | Global step: 4606 | Running loss avg: 1.1872
INFO:root:[TRAINING] Epoch: 2 | Step: 200 | Global step: 4706 | Running loss avg: 1.1346
INFO:root:[TRAINING] Epoch: 2 | Step: 300 | Global step: 4806 | Running loss avg: 1.2383
INFO:root:[TRAINING] Epoch: 2 | Step: 400 | Global step: 4906 | Running loss avg: 1.3431
INFO:root:[TRAINING] Epoch: 2 | Step: 500 | Global step: 5006 | Running loss avg: 1.3110
INFO:root:[TRAINING] Epoch: 2 | Step: 600 | Global step: 5106 | Running loss avg: 1.3201
INFO:root:[TRAINING] Epoch: 2 | Step: 700 | Global step: 5206 | Running loss avg: 1.3169
INFO:root:[TRAINING] Epoch: 2 | Step: 800 | Global step: 5306 | Running loss avg: 1.2832
INFO:root:[TRAINING] Epoch: 2 | Step: 900 | Global step: 5406 | Running loss avg: 0.9252
INFO:root:[TRAINING] Epoch: 2 | Step: 1000 | Global step: 5506 | Running loss avg: 0.6484
INFO:root:[TRAINING] Epoch: 2 | Step: 1100 | Global step: 5606 | Running loss avg: 0.6166
INFO:root:[TRAINING] Epoch: 2 | Step: 1200 | Global step: 5706 | Running loss avg: 1.2443
INFO:root:[TRAINING] Epoch: 2 | Step: 1300 | Global step: 5806 | Running loss avg: 1.3010
INFO:root:[TRAINING] Epoch: 2 | Step: 1400 | Global step: 5906 | Running loss avg: 1.2652
INFO:root:[TRAINING] Epoch: 2 | Step: 1500 | Global step: 6006 | Running loss avg: 1.2418
INFO:root:[TRAINING] Epoch: 2 | Step: 1600 | Global step: 6106 | Running loss avg: 1.0254
INFO:root:[TRAINING] Epoch: 2 | Step: 1700 | Global step: 6206 | Running loss avg: 1.0187
INFO:root:[TRAINING] Epoch: 2 | Step: 1800 | Global step: 6306 | Running loss avg: 1.2370
INFO:root:[TRAINING] Epoch: 2 | Step: 1900 | Global step: 6406 | Running loss avg: 1.2023
INFO:root:[TRAINING] Epoch: 2 | Step: 2000 | Global step: 6506 | Running loss avg: 1.1209
INFO:root:[TRAINING] Epoch: 2 | Step: 2100 | Global step: 6606 | Running loss avg: 0.9599
INFO:root:[TRAINING] Epoch: 2 | Step: 2200 | Global step: 6706 | Running loss avg: 0.9231
INFO:root:[TRAINING] Epoch 2 concluded | Average epoch loss: 1.1254 | Average speed: 3323.04 wps
INFO:root:[TRAINING] Epoch: 3 | Step: 100 | Global step: 6859 | Running loss avg: 0.8787
INFO:root:[TRAINING] Epoch: 3 | Step: 200 | Global step: 6959 | Running loss avg: 0.8589
INFO:root:[TRAINING] Epoch: 3 | Step: 300 | Global step: 7059 | Running loss avg: 0.8811
INFO:root:[TRAINING] Epoch: 3 | Step: 400 | Global step: 7159 | Running loss avg: 0.9680
INFO:root:[TRAINING] Epoch: 3 | Step: 500 | Global step: 7259 | Running loss avg: 0.9349
INFO:root:[TRAINING] Epoch: 3 | Step: 600 | Global step: 7359 | Running loss avg: 0.9169
INFO:root:[TRAINING] Epoch: 3 | Step: 700 | Global step: 7459 | Running loss avg: 0.9662
INFO:root:[TRAINING] Epoch: 3 | Step: 800 | Global step: 7559 | Running loss avg: 0.9363
INFO:root:[TRAINING] Epoch: 3 | Step: 900 | Global step: 7659 | Running loss avg: 0.8551
INFO:root:[TRAINING] Epoch: 3 | Step: 1000 | Global step: 7759 | Running loss avg: 0.4626
INFO:root:[TRAINING] Epoch: 3 | Step: 1100 | Global step: 7859 | Running loss avg: 0.4202
INFO:root:[TRAINING] Epoch: 3 | Step: 1200 | Global step: 7959 | Running loss avg: 0.7477
INFO:root:[TRAINING] Epoch: 3 | Step: 1300 | Global step: 8059 | Running loss avg: 1.2724
INFO:root:[TRAINING] Epoch: 3 | Step: 1400 | Global step: 8159 | Running loss avg: 0.9451
INFO:root:[TRAINING] Epoch: 3 | Step: 1500 | Global step: 8259 | Running loss avg: 0.9182
INFO:root:[TRAINING] Epoch: 3 | Step: 1600 | Global step: 8359 | Running loss avg: 0.9310
INFO:root:[TRAINING] Epoch: 3 | Step: 1700 | Global step: 8459 | Running loss avg: 0.8981
INFO:root:[TRAINING] Epoch: 3 | Step: 1800 | Global step: 8559 | Running loss avg: 0.6810
INFO:root:[TRAINING] Epoch: 3 | Step: 1900 | Global step: 8659 | Running loss avg: 0.6223
INFO:root:[TRAINING] Epoch: 3 | Step: 2000 | Global step: 8759 | Running loss avg: 0.6338
INFO:root:[TRAINING] Epoch: 3 | Step: 2100 | Global step: 8859 | Running loss avg: 0.7128
INFO:root:[TRAINING] Epoch: 3 | Step: 2200 | Global step: 8959 | Running loss avg: 0.6911
INFO:root:[TRAINING] Epoch 3 concluded | Average epoch loss: 0.8209 | Average speed: 3324.59 wps
INFO:root:[TRAINING] Epoch: 4 | Step: 100 | Global step: 9112 | Running loss avg: 1.2254
INFO:root:[TRAINING] Epoch: 4 | Step: 200 | Global step: 9212 | Running loss avg: 0.7890
INFO:root:[TRAINING] Epoch: 4 | Step: 300 | Global step: 9312 | Running loss avg: 0.6385
INFO:root:[TRAINING] Epoch: 4 | Step: 400 | Global step: 9412 | Running loss avg: 0.3809
INFO:root:[TRAINING] Epoch: 4 | Step: 500 | Global step: 9512 | Running loss avg: 0.3461
INFO:root:[TRAINING] Epoch: 4 | Step: 600 | Global step: 9612 | Running loss avg: 0.5685
INFO:root:[TRAINING] Epoch: 4 | Step: 700 | Global step: 9712 | Running loss avg: 0.8089
INFO:root:[TRAINING] Epoch: 4 | Step: 800 | Global step: 9812 | Running loss avg: 0.7793
INFO:root:[TRAINING] Epoch: 4 | Step: 900 | Global step: 9912 | Running loss avg: 0.7128
INFO:root:[TRAINING] Epoch: 4 | Step: 1000 | Global step: 10012 | Running loss avg: 0.6783
INFO:root:[TRAINING] Epoch: 4 | Step: 1100 | Global step: 10112 | Running loss avg: 0.6466
INFO:root:[TRAINING] Epoch: 4 | Step: 1200 | Global step: 10212 | Running loss avg: 0.6143
INFO:root:[TRAINING] Epoch: 4 | Step: 1300 | Global step: 10312 | Running loss avg: 0.5875
INFO:root:[TRAINING] Epoch: 4 | Step: 1400 | Global step: 10412 | Running loss avg: 0.5697
INFO:root:[TRAINING] Epoch: 4 | Step: 1500 | Global step: 10512 | Running loss avg: 0.4736
INFO:root:[TRAINING] Epoch: 4 | Step: 1600 | Global step: 10612 | Running loss avg: 0.4432
INFO:root:[TRAINING] Epoch: 4 | Step: 1700 | Global step: 10712 | Running loss avg: 0.4633
INFO:root:[TRAINING] Epoch: 4 | Step: 1800 | Global step: 10812 | Running loss avg: 0.4943
INFO:root:[TRAINING] Epoch: 4 | Step: 1900 | Global step: 10912 | Running loss avg: 0.4844
INFO:root:[TRAINING] Epoch: 4 | Step: 2000 | Global step: 11012 | Running loss avg: 0.6642
INFO:root:[TRAINING] Epoch: 4 | Step: 2100 | Global step: 11112 | Running loss avg: 0.6431
INFO:root:[TRAINING] Epoch: 4 | Step: 2200 | Global step: 11212 | Running loss avg: 0.6055
INFO:root:[TRAINING] Epoch 4 concluded | Average epoch loss: 0.6196 | Average speed: 3352.37 wps
INFO:root:[TRAINING] Epoch: 5 | Step: 100 | Global step: 11365 | Running loss avg: 0.7668
INFO:root:[TRAINING] Epoch: 5 | Step: 200 | Global step: 11465 | Running loss avg: 0.6154
INFO:root:[TRAINING] Epoch: 5 | Step: 300 | Global step: 11565 | Running loss avg: 0.5902
INFO:root:[TRAINING] Epoch: 5 | Step: 400 | Global step: 11665 | Running loss avg: 0.4551
INFO:root:[TRAINING] Epoch: 5 | Step: 500 | Global step: 11765 | Running loss avg: 0.4243
INFO:root:[TRAINING] Epoch: 5 | Step: 600 | Global step: 11865 | Running loss avg: 0.3049
INFO:root:[TRAINING] Epoch: 5 | Step: 700 | Global step: 11965 | Running loss avg: 0.2411
INFO:root:[TRAINING] Epoch: 5 | Step: 800 | Global step: 12065 | Running loss avg: 0.2436
INFO:root:[TRAINING] Epoch: 5 | Step: 900 | Global step: 12165 | Running loss avg: 0.4211
INFO:root:[TRAINING] Epoch: 5 | Step: 1000 | Global step: 12265 | Running loss avg: 0.4510
INFO:root:[TRAINING] Epoch: 5 | Step: 1100 | Global step: 12365 | Running loss avg: 0.4344
INFO:root:[TRAINING] Epoch: 5 | Step: 1200 | Global step: 12465 | Running loss avg: 0.6546
INFO:root:[TRAINING] Epoch: 5 | Step: 1300 | Global step: 12565 | Running loss avg: 0.6190
INFO:root:[TRAINING] Epoch: 5 | Step: 1400 | Global step: 12665 | Running loss avg: 0.5951
INFO:root:[TRAINING] Epoch: 5 | Step: 1500 | Global step: 12765 | Running loss avg: 0.5566
INFO:root:[TRAINING] Epoch: 5 | Step: 1600 | Global step: 12865 | Running loss avg: 0.4884
INFO:root:[TRAINING] Epoch: 5 | Step: 1700 | Global step: 12965 | Running loss avg: 0.4823
INFO:root:[TRAINING] Epoch: 5 | Step: 1800 | Global step: 13065 | Running loss avg: 0.5279
INFO:root:[TRAINING] Epoch: 5 | Step: 1900 | Global step: 13165 | Running loss avg: 0.5100
INFO:root:[TRAINING] Epoch: 5 | Step: 2000 | Global step: 13265 | Running loss avg: 0.4994
INFO:root:[TRAINING] Epoch: 5 | Step: 2100 | Global step: 13365 | Running loss avg: 0.4250
INFO:root:[TRAINING] Epoch: 5 | Step: 2200 | Global step: 13465 | Running loss avg: 0.4236
INFO:root:[TRAINING] Epoch 5 concluded | Average epoch loss: 0.4872 | Average speed: 3315.87 wps
INFO:root:[TRAINING] Epoch: 6 | Step: 100 | Global step: 13618 | Running loss avg: 0.4391
INFO:root:[TRAINING] Epoch: 6 | Step: 200 | Global step: 13718 | Running loss avg: 0.4499
INFO:root:[TRAINING] Epoch: 6 | Step: 300 | Global step: 13818 | Running loss avg: 0.4481
INFO:root:[TRAINING] Epoch: 6 | Step: 400 | Global step: 13918 | Running loss avg: 0.3336
INFO:root:[TRAINING] Epoch: 6 | Step: 500 | Global step: 14018 | Running loss avg: 0.3155
INFO:root:[TRAINING] Epoch: 6 | Step: 600 | Global step: 14118 | Running loss avg: 0.4136
INFO:root:[TRAINING] Epoch: 6 | Step: 700 | Global step: 14218 | Running loss avg: 0.4614
INFO:root:[TRAINING] Epoch: 6 | Step: 800 | Global step: 14318 | Running loss avg: 0.4532
INFO:root:[TRAINING] Epoch: 6 | Step: 900 | Global step: 14418 | Running loss avg: 0.4913
INFO:root:[TRAINING] Epoch: 6 | Step: 1000 | Global step: 14518 | Running loss avg: 0.5402
INFO:root:[TRAINING] Epoch: 6 | Step: 1100 | Global step: 14618 | Running loss avg: 0.6092
INFO:root:[TRAINING] Epoch: 6 | Step: 1200 | Global step: 14718 | Running loss avg: 0.4406
INFO:root:[TRAINING] Epoch: 6 | Step: 1300 | Global step: 14818 | Running loss avg: 0.3916
INFO:root:[TRAINING] Epoch: 6 | Step: 1400 | Global step: 14918 | Running loss avg: 0.3722
INFO:root:[TRAINING] Epoch: 6 | Step: 1500 | Global step: 15018 | Running loss avg: 1.0400
INFO:root:[TRAINING] Epoch: 6 | Step: 1600 | Global step: 15118 | Running loss avg: 0.5242
INFO:root:[TRAINING] Epoch: 6 | Step: 1700 | Global step: 15218 | Running loss avg: 0.4335
INFO:root:[TRAINING] Epoch: 6 | Step: 1800 | Global step: 15318 | Running loss avg: 0.2273
INFO:root:[TRAINING] Epoch: 6 | Step: 1900 | Global step: 15418 | Running loss avg: 0.2027
INFO:root:[TRAINING] Epoch: 6 | Step: 2000 | Global step: 15518 | Running loss avg: 0.2733
INFO:root:[TRAINING] Epoch: 6 | Step: 2100 | Global step: 15618 | Running loss avg: 0.3651
INFO:root:[TRAINING] Epoch: 6 | Step: 2200 | Global step: 15718 | Running loss avg: 0.3572
INFO:root:[TRAINING] Epoch 6 concluded | Average epoch loss: 0.4338 | Average speed: 3292.02 wps
INFO:root:[TRAINING] Epoch: 7 | Step: 100 | Global step: 15871 | Running loss avg: 0.4103
INFO:root:[TRAINING] Epoch: 7 | Step: 200 | Global step: 15971 | Running loss avg: 0.3934
INFO:root:[TRAINING] Epoch: 7 | Step: 300 | Global step: 16071 | Running loss avg: 0.3777
INFO:root:[TRAINING] Epoch: 7 | Step: 400 | Global step: 16171 | Running loss avg: 0.1941
INFO:root:[TRAINING] Epoch: 7 | Step: 500 | Global step: 16271 | Running loss avg: 0.1708
INFO:root:[TRAINING] Epoch: 7 | Step: 600 | Global step: 16371 | Running loss avg: 0.2095
INFO:root:[TRAINING] Epoch: 7 | Step: 700 | Global step: 16471 | Running loss avg: 0.5850
INFO:root:[TRAINING] Epoch: 7 | Step: 800 | Global step: 16571 | Running loss avg: 0.5469
INFO:root:[TRAINING] Epoch: 7 | Step: 900 | Global step: 16671 | Running loss avg: 0.4732
INFO:root:[TRAINING] Epoch: 7 | Step: 1000 | Global step: 16771 | Running loss avg: 0.4557
INFO:root:[TRAINING] Epoch: 7 | Step: 1100 | Global step: 16871 | Running loss avg: 0.4780
INFO:root:[TRAINING] Epoch: 7 | Step: 1200 | Global step: 16971 | Running loss avg: 0.4376
INFO:root:[TRAINING] Epoch: 7 | Step: 1300 | Global step: 17071 | Running loss avg: 0.3764
INFO:root:[TRAINING] Epoch: 7 | Step: 1400 | Global step: 17171 | Running loss avg: 0.3545
INFO:root:[TRAINING] Epoch: 7 | Step: 1500 | Global step: 17271 | Running loss avg: 0.3182
INFO:root:[TRAINING] Epoch: 7 | Step: 1600 | Global step: 17371 | Running loss avg: 0.3102
INFO:root:[TRAINING] Epoch: 7 | Step: 1700 | Global step: 17471 | Running loss avg: 0.3011
INFO:root:[TRAINING] Epoch: 7 | Step: 1800 | Global step: 17571 | Running loss avg: 0.4107
INFO:root:[TRAINING] Epoch: 7 | Step: 1900 | Global step: 17671 | Running loss avg: 0.4332
INFO:root:[TRAINING] Epoch: 7 | Step: 2000 | Global step: 17771 | Running loss avg: 0.4299
INFO:root:[TRAINING] Epoch: 7 | Step: 2100 | Global step: 17871 | Running loss avg: 0.2813
INFO:root:[TRAINING] Epoch: 7 | Step: 2200 | Global step: 17971 | Running loss avg: 0.2621
INFO:root:[TRAINING] Epoch 7 concluded | Average epoch loss: 0.3707 | Average speed: 3333.05 wps
INFO:root:[TRAINING] Epoch: 8 | Step: 100 | Global step: 18124 | Running loss avg: 0.3243
INFO:root:[TRAINING] Epoch: 8 | Step: 200 | Global step: 18224 | Running loss avg: 0.3108
INFO:root:[TRAINING] Epoch: 8 | Step: 300 | Global step: 18324 | Running loss avg: 0.2977
INFO:root:[TRAINING] Epoch: 8 | Step: 400 | Global step: 18424 | Running loss avg: 0.2444
INFO:root:[TRAINING] Epoch: 8 | Step: 500 | Global step: 18524 | Running loss avg: 0.2323
INFO:root:[TRAINING] Epoch: 8 | Step: 600 | Global step: 18624 | Running loss avg: 0.3036
INFO:root:[TRAINING] Epoch: 8 | Step: 700 | Global step: 18724 | Running loss avg: 0.3406
INFO:root:[TRAINING] Epoch: 8 | Step: 800 | Global step: 18824 | Running loss avg: 0.3346
INFO:root:[TRAINING] Epoch: 8 | Step: 900 | Global step: 18924 | Running loss avg: 0.4023
INFO:root:[TRAINING] Epoch: 8 | Step: 1000 | Global step: 19024 | Running loss avg: 0.4382
INFO:root:[TRAINING] Epoch: 8 | Step: 1100 | Global step: 19124 | Running loss avg: 0.3912
INFO:root:[TRAINING] Epoch: 8 | Step: 1200 | Global step: 19224 | Running loss avg: 0.3279
INFO:root:[TRAINING] Epoch: 8 | Step: 1300 | Global step: 19324 | Running loss avg: 0.2745
INFO:root:[TRAINING] Epoch: 8 | Step: 1400 | Global step: 19424 | Running loss avg: 0.2700
INFO:root:[TRAINING] Epoch: 8 | Step: 1500 | Global step: 19524 | Running loss avg: 0.1760
INFO:root:[TRAINING] Epoch: 8 | Step: 1600 | Global step: 19624 | Running loss avg: 0.1462
INFO:root:[TRAINING] Epoch: 8 | Step: 1700 | Global step: 19724 | Running loss avg: 0.1465
INFO:root:[TRAINING] Epoch: 8 | Step: 1800 | Global step: 19824 | Running loss avg: 0.5872
INFO:root:[TRAINING] Epoch: 8 | Step: 1900 | Global step: 19924 | Running loss avg: 0.4287
INFO:root:[TRAINING] Epoch: 8 | Step: 2000 | Global step: 20024 | Running loss avg: 0.4835
INFO:root:[TRAINING] Epoch: 8 | Step: 2100 | Global step: 20124 | Running loss avg: 0.4855
INFO:root:[TRAINING] Epoch: 8 | Step: 2200 | Global step: 20224 | Running loss avg: 0.4221
INFO:root:[TRAINING] Epoch 8 concluded | Average epoch loss: 0.3364 | Average speed: 3327.94 wps
INFO:root:[TRAINING] Epoch: 9 | Step: 100 | Global step: 20377 | Running loss avg: 0.3981
INFO:root:[TRAINING] Epoch: 9 | Step: 200 | Global step: 20477 | Running loss avg: 0.3935
INFO:root:[TRAINING] Epoch: 9 | Step: 300 | Global step: 20577 | Running loss avg: 0.3829
INFO:root:[TRAINING] Epoch: 9 | Step: 400 | Global step: 20677 | Running loss avg: 0.3500
INFO:root:[TRAINING] Epoch: 9 | Step: 500 | Global step: 20777 | Running loss avg: 0.3524
INFO:root:[TRAINING] Epoch: 9 | Step: 600 | Global step: 20877 | Running loss avg: 0.2982
INFO:root:[TRAINING] Epoch: 9 | Step: 700 | Global step: 20977 | Running loss avg: 0.2330
INFO:root:[TRAINING] Epoch: 9 | Step: 800 | Global step: 21077 | Running loss avg: 0.2286
INFO:root:[TRAINING] Epoch: 9 | Step: 900 | Global step: 21177 | Running loss avg: 0.1520
INFO:root:[TRAINING] Epoch: 9 | Step: 1000 | Global step: 21277 | Running loss avg: 0.1376
INFO:root:[TRAINING] Epoch: 9 | Step: 1100 | Global step: 21377 | Running loss avg: 0.1369
INFO:root:[TRAINING] Epoch: 9 | Step: 1200 | Global step: 21477 | Running loss avg: 0.2942
INFO:root:[TRAINING] Epoch: 9 | Step: 1300 | Global step: 21577 | Running loss avg: 0.2828
INFO:root:[TRAINING] Epoch: 9 | Step: 1400 | Global step: 21677 | Running loss avg: 0.2776
INFO:root:[TRAINING] Epoch: 9 | Step: 1500 | Global step: 21777 | Running loss avg: 0.2936
INFO:root:[TRAINING] Epoch: 9 | Step: 1600 | Global step: 21877 | Running loss avg: 0.2888
INFO:root:[TRAINING] Epoch: 9 | Step: 1700 | Global step: 21977 | Running loss avg: 0.2753
INFO:root:[TRAINING] Epoch: 9 | Step: 1800 | Global step: 22077 | Running loss avg: 0.2889
INFO:root:[TRAINING] Epoch: 9 | Step: 1900 | Global step: 22177 | Running loss avg: 0.2637
INFO:root:[TRAINING] Epoch: 9 | Step: 2000 | Global step: 22277 | Running loss avg: 0.4267
INFO:root:[TRAINING] Epoch: 9 | Step: 2100 | Global step: 22377 | Running loss avg: 0.5750
INFO:root:[TRAINING] Epoch: 9 | Step: 2200 | Global step: 22477 | Running loss avg: 0.4060
INFO:root:[TRAINING] Epoch 9 concluded | Average epoch loss: 0.3081 | Average speed: 3293.39 wps
INFO:root:[TRAINING] Epoch: 10 | Step: 100 | Global step: 22630 | Running loss avg: 0.4100
INFO:root:[TRAINING] Epoch: 10 | Step: 200 | Global step: 22730 | Running loss avg: 0.3398
INFO:root:[TRAINING] Epoch: 10 | Step: 300 | Global step: 22830 | Running loss avg: 0.3176
INFO:root:[TRAINING] Epoch: 10 | Step: 400 | Global step: 22930 | Running loss avg: 0.5380
INFO:root:[TRAINING] Epoch: 10 | Step: 500 | Global step: 23030 | Running loss avg: 0.4707
INFO:root:[TRAINING] Epoch: 10 | Step: 600 | Global step: 23130 | Running loss avg: 0.4432
INFO:root:[TRAINING] Epoch: 10 | Step: 700 | Global step: 23230 | Running loss avg: 0.3214
INFO:root:[TRAINING] Epoch: 10 | Step: 800 | Global step: 23330 | Running loss avg: 0.2862
INFO:root:[TRAINING] Epoch: 10 | Step: 900 | Global step: 23430 | Running loss avg: 0.2237
INFO:root:[TRAINING] Epoch: 10 | Step: 1000 | Global step: 23530 | Running loss avg: 0.1435
INFO:root:[TRAINING] Epoch: 10 | Step: 1100 | Global step: 23630 | Running loss avg: 0.1378
INFO:root:[TRAINING] Epoch: 10 | Step: 1200 | Global step: 23730 | Running loss avg: 0.1772
INFO:root:[TRAINING] Epoch: 10 | Step: 1300 | Global step: 23830 | Running loss avg: 0.2354
INFO:root:[TRAINING] Epoch: 10 | Step: 1400 | Global step: 23930 | Running loss avg: 0.2273
INFO:root:[TRAINING] Epoch: 10 | Step: 1500 | Global step: 24030 | Running loss avg: 0.2943
INFO:root:[TRAINING] Epoch: 10 | Step: 1600 | Global step: 24130 | Running loss avg: 0.2803
INFO:root:[TRAINING] Epoch: 10 | Step: 1700 | Global step: 24230 | Running loss avg: 0.3010
INFO:root:[TRAINING] Epoch: 10 | Step: 1800 | Global step: 24330 | Running loss avg: 0.4096
INFO:root:[TRAINING] Epoch: 10 | Step: 1900 | Global step: 24430 | Running loss avg: 0.3927
INFO:root:[TRAINING] Epoch: 10 | Step: 2000 | Global step: 24530 | Running loss avg: 0.3654
INFO:root:[TRAINING] Epoch: 10 | Step: 2100 | Global step: 24630 | Running loss avg: 0.3382
INFO:root:[TRAINING] Epoch: 10 | Step: 2200 | Global step: 24730 | Running loss avg: 0.3324
INFO:root:[TRAINING] Epoch 10 concluded | Average epoch loss: 0.3181 | Average speed: 3269.74 wps
INFO:root:[VALIDATION] Epoch: 10 | Step: 100 | Running loss avg: 1.5826
INFO:root:[VALIDATION] Epoch: 10 | Step: 200 | Running loss avg: 1.5109
INFO:root:[VALIDATION] Epoch: 10 | Step: 300 | Running loss avg: 2.2937
INFO:root:[VALIDATION] Epoch: 10 | Step: 400 | Running loss avg: 1.9146
INFO:root:[VALIDATION] Epoch 10 concluded | Validation epoch loss: 1.7988
INFO:root:==========
INFO:root:Training samples decoding:
INFO:root:Encoded: de it would appear that community environmental protection does not have its own lobby at the community institutions
Decoded: so it would probably that the policy sector not not it their own presence at the eu institutions.
INFO:root:Encoded: the vote will take place tomorrow at 11 am
Decoded: the vote will take place tomorrow at <NUM> am.
INFO:root:Encoded: this is not an easy problem and it is not a new one either
Decoded: this is not a easy problem and it is not a new country as.
INFO:root:----------
INFO:root:Validation samples decoding:
INFO:root:Encoded: however we believe that this issue of representation precedes that of security and defence and in fact lies at the level of the common foreign and security policy and the wellknown claims made by parliament with regard to its involvement in this wider policy
Decoded: however we believe that this factor of giving <UNK> of the security security and that in at the level of the common foreign and reform policy and the development based by <NUM> with measures to work with support to their support in this peace policy.
INFO:root:Encoded: democratic investments have to be made to preserve a democratic post office
Decoded: environmental aid to have by be made to express a central alliance office.
INFO:root:Encoded: governments have already taken steps to ban some endocrine disrupters
Decoded: people are already made available comes to implement some <UNK> <UNK>.
INFO:root:==========
